Compound,Date,Favorite Count,Retweet Count,Text
0.8478,Fri Jun 30 14:33:10 +0000 2017,875,875,National Parks are some of my favorite places on earth. Proud to work with @GoParks on preserving these treasures! https://t.co/p98m6pSbs6
0.0,Thu Jun 29 16:41:04 +0000 2017,16789,16789,"Here's to the #iPhone that changed the world, to the man who dreamed it &amp; the people at Apple who have never stoppe… https://t.co/sEBaN4wK7C"
0.802,Wed Jun 28 21:00:12 +0000 2017,752,752,Celebrating Canadian optimism &amp; diversity / Célébrons l’optimisme et la diversité du Canada 🇨🇦 #shotoniphone https://t.co/h4IOsKniuG
0.6486,Mon Jun 26 21:21:53 +0000 2017,486,486,Thanks @ChuckRobbins for hosting me today. Key features and security advancements for business in iOS 11 and throug… https://t.co/tbUjXd3d29
0.8934,Mon Jun 26 16:41:53 +0000 2017,7261,7261,Great to see you again @narendramodi. We’re inspired by your vision for India and excited about what we can achieve… https://t.co/DeMsvDFy5F
0.6114,Sun Jun 25 22:19:28 +0000 2017,2357,2357,"Happy #Pride2017 to all our employees, their families and customers around the world! Today we're showing… https://t.co/qvNZQQANnz"
0.9523,Sat Jun 24 01:16:11 +0000 2017,10009,10009,"Eid Mubarak to everyone celebrating around the world! Wishing you and your loved ones peace, joy and prosperity."
-0.7269,Wed Jun 21 02:04:48 +0000 2017,429,429,"Moving visit to the American Veterans Disabled for Life Monument. “In war, there are no unwounded soldiers.” Thank… https://t.co/LHjBqrz9gA"
-0.4715,Mon Jun 19 17:02:28 +0000 2017,1811,1811,"Our hearts are with you, London. 🇬🇧 “Hate, it has caused a lot of problems in the world, but has not solved one yet.” -M. Angelou"
0.784,Sun Jun 18 15:17:30 +0000 2017,1032,1032,"To all the fathers I'm privileged to know and work with, and to dads everywhere, Happy #FathersDay!"
0.8516,Wed Jun 14 22:29:51 +0000 2017,395,395,Enjoy your new iPad Pro @austinmann! We're thrilled with the feedback we're getting from creative pros and customer… https://t.co/Vzib4FAjdc
-0.9325,Wed Jun 14 14:05:47 +0000 2017,997,997,Saddened by the terrifying events in Virginia. Our prayers are with all those affected. Such violence has no place in America - or anywhere.
0.0,Sun Jun 11 20:54:44 +0000 2017,2670,2670,"Here comes Apple Taipei 101, our first store in Taiwan! 有閒來坐! https://t.co/hniIt9K3Xa"
0.7574,Sat Jun 10 03:16:02 +0000 2017,417,417,Thanks @RedSox &amp; #redsoxnation for capping a fun day in Boston! #WinDanceRepeat https://t.co/DvhPV2tVrK
0.6588,Fri Jun 09 22:46:00 +0000 2017,418,418,Great to be back at Apple Boylston Street visiting our incredible team and customers today! https://t.co/XeeWtG2Bc5
0.8748,Fri Jun 09 19:19:04 +0000 2017,962,962,"Congratulations, @MIT class of 2017! Today, all of humanity has good cause for hope. https://t.co/10g3f7ZbDd"
0.8553,Fri Jun 09 13:50:32 +0000 2017,873,873,"Hope everyone had a great week at WWDC! Developers, we can't wait to see what you create next. Already looking forw… https://t.co/1Rn9oPnjAp"
0.7645,Thu Jun 08 23:31:43 +0000 2017,734,734,So impressed by @MIT students &amp; faculty who are finding new ways to tackle the world’s biggest challenges. Thanks f… https://t.co/MnhgKJjira
0.8834,Tue Jun 06 21:51:24 +0000 2017,2820,2820,"Thank you  @MichelleObama for sharing your views on diversity &amp; innovation, and for encouraging developers to make… https://t.co/2oBBL4N8yz"
0.8802,Tue Jun 06 15:02:04 +0000 2017,814,814,"A huge day of exciting announcements at WWDC yesterday! We’re back for Day 2 - have a great week, developers! https://t.co/CyQLWoVfNl"
0.0,Mon Jun 05 13:46:03 +0000 2017,3961,3961,"Just a few more hours to go, developers! We've got a big week ahead. See you at the keynote! #WWDC17 https://t.co/ewnOg3dXQ5"
0.5562,Sun Jun 04 23:44:41 +0000 2017,1145,1145,Kicking off #WWDC17 with this year's talented scholarship recipients. See you all tomorrow morning! https://t.co/4kovS1cAzX
0.4062,Sun Jun 04 00:41:45 +0000 2017,2682,2682,"Shocked by more senseless attacks in London. Our hearts go out to our friends, coworkers, neighbors and everyone in that great city. 🇬🇧"
-0.5574,Fri Jun 02 00:36:46 +0000 2017,15338,15338,Decision to withdraw from the #ParisAgreeement was wrong for our planet. Apple is committed to fight climate change and we will never waver.
0.7645,Thu Jun 01 14:35:31 +0000 2017,746,746,A tremendous milestone for our developers who create the very best apps &amp; games for our customers around the world https://t.co/DCVzC1FxEG
0.5719,Mon May 29 16:42:37 +0000 2017,642,642,"“The human mind is our fundamental resource.” On #JFK's 100th birthday, we celebrate his legacy by learning. https://t.co/pzMEwp9pUY"
0.9325,Mon May 29 14:15:35 +0000 2017,954,954,We honor the heroes who gave their lives for our freedom. They and their families have our eternal gratitude #MemorialDay
-0.5624,Sat May 27 22:31:35 +0000 2017,541,541,Heartbroken at the passing of @GreggAllman I grew up listening to your soulful voice &amp; will never forget you. RIP midnight rider.
0.7783,Sat May 27 14:46:41 +0000 2017,895,895,"Congratulations team, and thanks to the thousands of customers who joined us at the new #AppleOrchardRoad in Singap… https://t.co/DsjZNGPc7d"
-0.4939,Fri May 26 13:31:51 +0000 2017,329,329,"""This was a risky drawing to make ... I kept worrying that the ball would hit me or the iPad."" @thejorgecolombo https://t.co/8PCMp7B1xL"
0.4926,Thu May 25 00:36:16 +0000 2017,338,338,Thrilled to be working with @HCCDistrict and other leading community colleges on new ways to teach app development!… https://t.co/uSgWraxO04
-0.807,Tue May 23 00:31:11 +0000 2017,2798,2798,Deeply saddened by the tragic events in Manchester. Our thoughts are with everyone affected.  🇬🇧
0.7003,Sun May 21 13:31:20 +0000 2017,665,665,"Our stores are dedicated to educating, inspiring and enriching lives. https://t.co/83qrJUXMlm https://t.co/VI5p3kxVUu"
0.8356,Sat May 20 13:06:20 +0000 2017,750,750,"We are indebted to all the courageous women &amp; men who serve our country, and the families who support them. Thank you! #ArmedForcesDay"
0.7574,Fri May 19 13:43:03 +0000 2017,831,831,Thank you to the incomparable Stevie Wonder for lifting hearts and celebrating accessibility with us! #GAAD https://t.co/WvePkgte5R
0.807,Thu May 18 02:13:08 +0000 2017,420,420,Thanks @JamesRath @PintSzDiva @RikkiPoynter for visiting Apple for #GAAD! Great conversations about the importance… https://t.co/SKwx5qDMu5
0.6114,Sun May 14 16:32:36 +0000 2017,1422,1422,"Happy #MothersDay to moms everywhere! ""Behind all your stories is always your mother's story, because hers is where yours begins."" -M. Albom"
0.8016,Fri Apr 28 01:30:43 +0000 2017,716,716,"Gorgeous store, phenomenal team! Thanks to everyone who came out to see the new Apple Dubai Mall. https://t.co/LR2MXsqKE3"
0.8718,Sat Apr 22 14:21:03 +0000 2017,1856,1856,"Happy #EarthDay! Get outside, enjoy our planet and complete a 30-minute workout today to earn a special badge on Ap… https://t.co/BCg8ehVArz"
0.4215,Fri Apr 21 14:56:50 +0000 2017,2530,2530,We’re making progress toward a greener future. Our next goal: making products without mining new materials… https://t.co/ofdiIQGT2t
0.0,Fri Apr 21 11:33:38 +0000 2017,8434,8434,Türkiye'de Ulusal Egemenlik ve Çocuk Bayramı’nı genç yeteneklerin çektiği müthiş fotoğraflarla kutluyoruz. #23Nisan… https://t.co/MokrHNkHH1
0.8934,Sun Apr 16 12:35:30 +0000 2017,1451,1451,"In this season of renewal and hope, Happy Easter and wishes of peace for people everywhere."
0.2716,Sat Apr 15 20:20:18 +0000 2017,1007,1007,"Timeless words from #42, ""The right of every American to first-class citizenship is the most important issue of our… https://t.co/N1D9SKpGVw"
0.0,Sun Apr 09 20:37:19 +0000 2017,2986,2986,نعبِّر عن بالغ حزننا وأسفنا حول التفجيرات المروعة في مصر ونعزي جميع أهلها🇪🇬
0.9245,Sun Apr 09 16:35:19 +0000 2017,588,588,Congrats @waltmossberg on a remarkable career &amp; thanks for everything you've done for consumers! Enjoy next chapter. https://t.co/cp2fgqHSl3
0.0,Fri Apr 07 16:40:59 +0000 2017,1292,1292,Våra tankar går till våra vänner i Stockholm efter dagens fruktansvärda händelser.  🇸🇪
-0.2481,Fri Apr 07 12:58:36 +0000 2017,547,547,This Auburn team is fired up for A-Day &amp; the 2017 season! This is our time. Thanks @CoachGusMalzahn &amp;… https://t.co/fvxFtgSkIz
0.5562,Thu Apr 06 23:45:02 +0000 2017,240,240,Catching up with @finebaum at Jordan-Hare. Have fun on A-Day @AuburnU!  #WarEagle @SECNetwork https://t.co/bpQUXlwU9c
0.9041,Thu Apr 06 20:26:26 +0000 2017,1014,1014,Thanks @AuburnU for the warm welcome home! Great conversation with students today. #WarEagle https://t.co/Bzd4WIN0O6
0.0,Mon Apr 03 16:22:37 +0000 2017,15383,15383,"Искренние соболезнования всем, кого коснулась трагедия в Санкт-Петербурге 🇷🇺"
0.0,Sat Mar 25 16:34:12 +0000 2017,700,700,"RT @RED: ""Keeping inc(red)ible company... Apple saves even more lives with these new @RED iPhones."" - Bono https://t.co/59Eg4TFwyM"
0.8313,Fri Mar 24 23:47:54 +0000 2017,1450,1450,"Thanks to our customers supporting (RED) through the new, special edition iPhone 7! Together, we’re moving toward a… https://t.co/Vf6Bte8ERT"
0.7959,Fri Mar 24 15:48:02 +0000 2017,896,896,"Incredible story, courageous boy. Well done, Roman! We pray for your mom's speedy recovery. 

https://t.co/D3KarC93WQ"
0.0,Wed Mar 22 22:11:25 +0000 2017,1732,1732,Standing with our friends in London in the face of today's senseless attack. 🇬🇧
0.5106,Sun Mar 19 00:13:20 +0000 2017,1271,1271,"""He could play the guitar just like ringing a bell."" We will miss you, Chuck Berry."
0.8553,Fri Mar 17 22:23:30 +0000 2017,446,446,"Wishing a #HappyStPatricksDay to friends everywhere, and remembering a great visit to Ireland just over a year ago! https://t.co/o7fApJnbYV"
0.5719,Wed Mar 08 21:54:04 +0000 2017,1409,1409,"Women’s rights are human rights. Today we celebrate, we speak up and we listen. #InternationalWomensDay https://t.co/YqQlRoAkyO"
0.1027,Sun Mar 05 20:01:12 +0000 2017,655,655,"#BloodySunday @repjohnlewis Eternal symbols of courage in the face of adversity. In our hearts, minds &amp; actions, th… https://t.co/NCRbvQH2St"
0.5106,Fri Feb 24 14:31:53 +0000 2017,10355,10355,"Remembering Steve, whose words and ideals will always inspire us. “There is no reason not to follow your heart.” https://t.co/MihKSnbYiQ"
0.0,Fri Feb 24 02:21:20 +0000 2017,844,844,"Um ótimo Carnaval, Brasil! Estamos muito felizes por fazer parte desta festa 🇧🇷 #modoretrato #portraitmode https://t.co/Dc8A6o1SYk"
0.0,Wed Feb 22 14:34:12 +0000 2017,5110,5110,"The campus Steve envisioned will be known as Apple Park, and its theater will bear his name.  https://t.co/O0BEOdncDq"
0.4389,Tue Feb 21 00:14:58 +0000 2017,381,381,Stunning #portraitmode photography by @_jmerrigan! https://t.co/AIkFQNjM0q
0.3612,Fri Feb 10 17:49:23 +0000 2017,207,207,RT @TheBRITSchool: Thank you @tim_cook for popping by the design suites to check out the Interactive Digital Design students' work https://…
0.9022,Fri Feb 10 17:45:43 +0000 2017,448,448,Inspired by the phenomenally talented students @TheBRITSchool. A special &amp; truly unique place. https://t.co/oT8EFatMKl
0.636,Fri Feb 10 10:13:24 +0000 2017,250,250,Congratulations @Tate for a spectacular exhibit! https://t.co/0Gz8VQQqTI
0.5983,Thu Feb 09 17:47:23 +0000 2017,424,424,.@woodberrydownN4 is doing inspiring work teaching coding with Swift Playgrounds! Looking forward to the future the… https://t.co/8JxP4Qz0K1
0.4927,Thu Feb 09 17:44:48 +0000 2017,591,591,Met the incredibly creative team behind #MonumentValleyGame @ustwogames in London &amp; got a sneak peek at their lates… https://t.co/YFzfgs6QPa
0.7955,Thu Feb 09 15:42:30 +0000 2017,586,586,Great to meet @MayorofLondon today. We are incredibly excited about Apple's future in London and the 🇬🇧! https://t.co/pOYdisFAit
0.743,Wed Feb 08 21:06:39 +0000 2017,744,744,Humbled &amp; honored to become part of the @UofGlasgow community tonight. Thank you to the faculty &amp; students of this… https://t.co/ZDlS3PlKO6
0.7959,Wed Feb 08 20:34:35 +0000 2017,660,660,Thanks Apple Buchanan Street for a warm welcome on a cold day in Glasgow! https://t.co/FJLeBNi29V
0.7424,Tue Feb 07 19:19:45 +0000 2017,556,556,Thanks for the cooking lesson @1KitchenStories! A cool app developer in Berlin reaching a global audience through t… https://t.co/QDCyEcueOk
0.0,Tue Feb 07 14:12:32 +0000 2017,578,578,"Bewundernswerte, außergewöhnliche Handwerkskunst bei unserem Zulieferer Dula heute Morgen in Vreden 🇩🇪. Vielen Dank… https://t.co/qFxashttL8"
0.7579,Mon Feb 06 21:43:37 +0000 2017,639,639,"Yes, art can change the world. The amazing, incomparable @JRart. https://t.co/fvIWr0VjL0"
0.6908,Mon Feb 06 18:55:36 +0000 2017,524,524,Impressed by the creativity of young iOS developers @marbotic @PDolbeau @Logg_Apps today at Apple Marché Saint-Germ… https://t.co/jIIpW43ley
0.7184,Mon Feb 06 14:21:35 +0000 2017,235,235,Déjeuner with @VizEat co-founders Camilla &amp; Jean-Michel. Thanks to our hosts - and new friends - Odile &amp; Pierre for… https://t.co/OqCxLwrKn0
0.7574,Mon Feb 06 12:26:04 +0000 2017,365,365,"Thrilled to spend some time with the incredibly talented @JulienFournie, whose exquisite new collection was created… https://t.co/FOmDk1T4jF"
0.0,Sun Feb 05 19:03:36 +0000 2017,409,409,"Très impressionné par la créativité de @fotomaniak_ig, instagrameur marseillais de notre campagne Photographié avec… https://t.co/K5c3BJH80r"
0.0,Sun Feb 05 18:11:59 +0000 2017,1548,1548,Ravi d'être de nouveau en France et de rencontrer notre talentueuse équipe à Marseille. 🇫🇷 https://t.co/ihJusWQP2o
0.0,Sat Jan 28 17:36:23 +0000 2017,1488,1488,Deeply moved today visiting @FordsTheatreNPS and Peterson House where Abraham Lincoln took his last breath. His wor… https://t.co/uMISFDA0qm
0.6808,Sat Jan 28 16:18:16 +0000 2017,444,444,"Visit to @NMAAHC today was a moving, powerful reminder of human progress, and that the work toward equality is far from complete."
0.9081,Fri Jan 27 23:47:10 +0000 2017,519,519,Thank you @ASBPhiladelphia for honoring Apple with the Louis Braille Award. Proud of our team's dedication to… https://t.co/6vKfj1LhBn
0.893,Fri Jan 27 00:22:34 +0000 2017,1067,1067,"祝大家鸡年大吉, 阖家平安! Wishing everyone peace, harmony and luck in the Year of the Rooster!"
0.8313,Wed Jan 18 02:40:07 +0000 2017,407,407,Love watching the talented @LILBUCKDALEGEND in our new AirPods ad! 🎶 https://t.co/pOq7lgC8fT
0.6249,Mon Jan 16 21:15:15 +0000 2017,919,919,"""Everybody can be great, because anybody can serve."" With Apple volunteers at Stege Elementary in Richmond, Califor… https://t.co/FaCmnCE35V"
0.631,Mon Jan 16 02:17:02 +0000 2017,3499,3499,"We honor #MLK by working to help achieve justice and equality. ""We may have all come on different ships, but we're… https://t.co/zLSLw1LvRR"
0.9098,Fri Jan 13 19:30:43 +0000 2017,564,564,Great to hear from so many people who love their #AirPods! Thanks @salim_merchant  🙌 https://t.co/25WQcnX4Z7
0.7845,Tue Jan 10 15:38:42 +0000 2017,1516,1516,Proud to lead the @Greenpeace clean energy report for the third year in a row. https://t.co/GlCj8QKf5B
0.7964,Sun Jan 01 17:42:55 +0000 2017,2189,2189,May 2017 bring peace to the world and happiness and health to everyone. #HappyNewYearEveryone
0.0,Sun Jan 01 01:49:47 +0000 2017,9152,9152,"Sevgili Türkiye, acınızı ve üzüntünüzü paylaşıyoruz. #Istanbul kalbimiz sizinle. 🇹🇷"
0.9567,Sat Dec 24 14:36:09 +0000 2016,2381,2381,"Wishing everyone peace and joy this holiday season. ""We must pursue peaceful ends through peaceful means."" -MLK 12/24/1967 🎄🕎"
0.0,Sat Dec 10 13:24:23 +0000 2016,3078,3078,"""The destiny of human rights is in the hands of all our citizens in all our communities."" - Eleanor Roosevelt… https://t.co/rG9plmYEYF"
0.8316,Fri Dec 09 00:38:34 +0000 2016,999,999,"Godspeed, John Glenn. Thank you for inspiring my generation and many to come. Rest in peace."
0.0,Sat Dec 03 17:38:22 +0000 2016,775,775,Merci à tous nos clients pour l'accueil chaleureux réservé à notre premier magasin à Saint-Germain. Et Vive Paris! https://t.co/jpm89sZZyV
0.4215,Thu Dec 01 12:57:24 +0000 2016,2190,2190,Apple is turning @RED for #WorldAIDSDay and marking 10 years of progress toward an AIDS-free generation.… https://t.co/CQnVKZo2lc
0.908,Thu Nov 24 14:02:52 +0000 2016,1326,1326,"Giving thanks for family &amp; friends, the incredible team at Apple and our customers around the world. Happy #Thanksgiving to all!"
0.8658,Fri Nov 11 14:27:37 +0000 2016,1567,1567,Proud to work alongside these &amp; many more veterans at Apple. We honor all the brave men &amp; women who sacrificed for… https://t.co/i5gSTmb5vm
0.8977,Sun Oct 30 01:32:14 +0000 2016,1725,1725,Wishing everyone peace and happiness this #Diwali! Stunning photos by @prashvish #shotoniphone https://t.co/EfFaiJ1guy
0.0,Fri Oct 28 17:05:29 +0000 2016,768,768,👏 to customers around the world who are picking up their new Apple Watch Nike+ today! https://t.co/biwo5sOFog
0.0,Thu Oct 27 23:35:03 +0000 2016,1794,1794,Can't wait for our customers to try the all-new MacBook Pro and revolutionary Touch Bar! https://t.co/xMEeIirwEp
0.875,Thu Oct 27 22:07:05 +0000 2016,618,618,Thanks to the talented @sadyspaul for editing an amazing video and being a part of our event today. https://t.co/e36eTkiuPw
0.5411,Thu Oct 27 16:03:25 +0000 2016,1398,1398,Looking forward to an exciting day here on campus! #AppleEvent https://t.co/mi91C7XzVu
0.0,Mon Oct 17 19:54:59 +0000 2016,732,732,"""The American melting pot, with its new eyes and new imagi­nations, is an incubator for innovation."" @laurenepowell https://t.co/hOkaqVaR2h"
0.0,Sat Oct 15 06:08:14 +0000 2016,2603,2603,ありがとう🇯🇵 https://t.co/Xixe0SupG9
0.7184,Sat Oct 15 05:55:04 +0000 2016,672,672,"Inspired by the Sendai spirit among our store team, as well as customers and local developers. https://t.co/YKrgW6VzG4"
0.7906,Sat Oct 15 03:31:43 +0000 2016,604,604,"Celebrating a decade of partnership with the talented team at Cashew in Saitama, experts in plant-based coatings an… https://t.co/cCbpVN6d9s"
-0.1027,Thu Oct 13 10:15:18 +0000 2016,2536,2536,Just rode JRE's Yamanote line with Apple Pay. Can't wait for our customers in Japan to start using it later this mo… https://t.co/JDjZOlGWif
0.9041,Thu Oct 13 01:34:39 +0000 2016,6154,6154,"Getting the hang of Super Mario Run, thanks to Miyamoto-san and his awesome team at Nintendo! https://t.co/gSxU4iQbAv"
0.0,Wed Oct 12 23:58:10 +0000 2016,5154,5154,おはようございます！🇯🇵 https://t.co/s61bSbCwLO
0.6369,Mon Oct 10 17:07:44 +0000 2016,543,543,Our thoughts are with all those affected by #HurricaneMatthew. Support relief efforts by donating to @RedCross at https://t.co/2b9MLALy4L
0.0,Sat Oct 08 00:41:27 +0000 2016,1515,1515,Shukriya India and everyone who turned out for Friday’s launch of iPhone 7 and Apple Watch Series 2! 🇮🇳 https://t.co/EyxVKgRH0F
0.8016,Fri Oct 07 16:00:12 +0000 2016,549,549,I could swear this is heaven #OhMyMy @OneRepublic Amazing album! ‼️👏👏🙌 https://t.co/ZjWa95O8GA
0.5574,Fri Oct 07 00:40:28 +0000 2016,1367,1367,"Prayers for all those affected by #HurricaneMatthew. To those in its path tonight, please stay safe."
0.6478,Wed Oct 05 13:39:11 +0000 2016,34300,34300,"""Most important, have the courage to follow your heart and intuition."" Remembering Steve and the many ways he chang… https://t.co/ZJnSGfpzxp"
0.4926,Sat Oct 01 03:12:35 +0000 2016,270,270,Thanks @SenOrrinHatch and everyone who attended tonight's event in Salt Lake City! #UtahTechTour https://t.co/OjlgpSUPx6
0.836,Wed Sep 28 23:01:35 +0000 2016,896,896,"Excited to work with @PunitRenjen @Deloitte to help businesses maximize the amazing capabilities of iOS,iPhone, iPad https://t.co/xXJIBjzEsC"
0.8851,Wed Sep 28 03:28:12 +0000 2016,1683,1683,"Condolences to the people of Israel on the passing of Shimon Peres, a true visionary whose efforts for peace will never be forgotten. 🇮🇱"
0.0,Sun Sep 25 00:40:17 +0000 2016,1256,1256,"¡Gracias México por recibirnos! 🇲🇽
https://t.co/EHZyAl9MU1"
0.6115,Sat Sep 17 03:06:36 +0000 2016,7774,7774,A very happy birthday to @narendramodi. Vasudhaiva kutumbakam - the world is one family.
0.6476,Fri Sep 16 19:03:34 +0000 2016,1673,1673,Thank you to the Apple Store employees around the world who make days like today magical! https://t.co/eZ6brPM0vk
0.0,Fri Sep 16 11:27:06 +0000 2016,1939,1939,"It’s time! #iPhone7 and #AppleWatchSeries2 are here!
https://t.co/n3vKSVWBfy"
0.8221,Thu Sep 15 01:23:54 +0000 2016,230,230,Congrats to @XQAmerica’s 10 Super Schools! Learn more about the #XQBigReveal #RethinkHighSchool https://t.co/UQ9KuuQBkc
0.3818,Wed Sep 14 19:51:51 +0000 2016,1695,1695,"Stunning iPhone 7 photos from Rwanda, by travel photographer @austinmann
https://t.co/S6QDMGGFVT"
0.8689,Wed Sep 14 01:08:09 +0000 2016,629,629,Thanks PS 161 in NYC for a great visit. Inspiring to see how teachers use iPad to make a big difference for students https://t.co/j8W44SWKOR
0.0,Mon Sep 12 11:47:11 +0000 2016,889,889,".@ESPN serves up iPhone 7 shots from the #usopen 🎾
https://t.co/ZmIHilvK4x"
0.0,Sun Sep 11 23:38:51 +0000 2016,2153,2153,Touchdown iPhone 7! First photos on @SInow https://t.co/BHXoA83ZgU
0.0,Thu Sep 08 01:54:13 +0000 2016,2362,2362,"What a day! 
https://t.co/0q61M9J3gp"
0.4926,Wed Sep 07 22:10:35 +0000 2016,820,820,Thanks to Olympians @ryan_f_murphy @nathangadrian @KathleenBaker2 @SwimHaley @MJGold for joining today #AppleEvent! https://t.co/rtn4PWYq7K
0.4199,Wed Sep 07 14:37:20 +0000 2016,10174,10174,Sun's coming up in San Francisco and we are ready for a big day! https://t.co/PgLZN7ZcrQ
0.0,Fri Sep 02 03:58:37 +0000 2016,2048,2048,¡Hola Mexico! ¡Vengan a celebrar! https://t.co/Zpk2xPyERI https://t.co/UkaLsq5Wj6
0.0,Wed Aug 24 05:13:17 +0000 2016,2358,2358,Vicini con affetto e con il cuore rivolto alle vittime. 🇮🇹
0.3182,Sun Aug 07 14:03:09 +0000 2016,1204,1204,We owe @NatlParkService a debt of gratitude👏👏 for 100 amazing years. 🎉🎉 by hiking @YellowstoneNPS @GrandTetonNPS https://t.co/PGGwukKRto
0.9286,Wed Aug 03 20:05:35 +0000 2016,1763,1763,.@AppStore developers have now earned over $50 billion! Congratulations on your success and such inspired creativity.
0.0,Wed Aug 03 20:04:51 +0000 2016,903,903,July was a record-breaker for the @AppStore! Highest-ever monthly billings and money paid to developers.
0.8622,Sun Jul 31 01:09:38 +0000 2016,604,604,"Thanks to everyone who joined the grand opening of our new store in Brooklyn, and congrats to our team! https://t.co/6HZWM5yRsY"
-0.5994,Fri Jul 22 22:42:14 +0000 2016,1267,1267,Wir sind bestürzt über die Ereignisse in München. Unsere Gedanken sind bei allen Menschen in der Stadt. 🇩🇪 #Munich
0.0,Thu Jul 14 23:16:47 +0000 2016,3618,3618,La France est dans nos coeurs et nos pensées. 🇫🇷 #Nice
0.9115,Thu Jul 14 20:28:44 +0000 2016,1002,1002,"Yes, coding CAN be fun! Your kids (and you) are going to love Swift Playgrounds!  https://t.co/rvzE0CLuZs"
0.8555,Sun Jul 10 18:19:00 +0000 2016,1042,1042,Proud of our talented team dedicated to providing #accessibility for all users https://t.co/rhDF5ks094
0.0,Fri Jul 08 14:15:29 +0000 2016,5656,5656,"""We must all learn to live together as brothers, or we will all perish together as fools.” - Dr. Martin Luther King Jr."
-0.658,Fri Jul 08 14:14:35 +0000 2016,1468,1468,Our hearts go out to the families of the fallen officers and the entire #Dallas community. Justice cannot be gained through violence.
0.2263,Fri Jul 08 02:50:47 +0000 2016,2107,2107,Senseless killings this week remind us that justice is still out of reach for many. We can and must do better. https://t.co/pmYrTz6tA6
0.9062,Mon Jul 04 14:14:07 +0000 2016,1296,1296,"Wishing everyone a safe &amp; happy #IndependenceDay 🇺🇸 ""We hold these truths to be self-evident, that all men are created equal."""
0.0,Tue Jun 28 22:07:54 +0000 2016,11538,11538,Dualarımız Türk halkı için #Istanbul 🇹🇷
0.8777,Sun Jun 26 22:06:43 +0000 2016,1667,1667,Happy Pride to everyone who turned out this weekend to celebrate! #applepride #pride2016 https://t.co/3GZlc9s6bl
0.807,Thu Jun 16 13:42:48 +0000 2016,866,866,It’s Day 4 of #WWDC2016 in San Francisco. Hope everyone is having a great week! https://t.co/Y4zN5HQJYm
-0.8519,Sun Jun 12 15:56:25 +0000 2016,3331,3331,"Our hearts go out to the victims of the unspeakable tragedy in #Orlando, their families and all who grieve with them."
-0.4019,Sun Jun 12 03:38:04 +0000 2016,359,359,".@laurenepowell: ""We reject the notion that any group of students should be considered beyond help” https://t.co/cNv3JOsggg"
0.3451,Sat Jun 04 04:35:08 +0000 2016,10063,10063,"""He who is not courageous enough to take risks will accomplish nothing in life."" Rest in peace #MuhammadAli"
0.4019,Mon May 30 13:30:05 +0000 2016,920,920,Reflecting on the sacrifices made by our fallen service members and their families in the name of freedom. #MemorialDay
0.4215,Sun May 29 03:10:22 +0000 2016,1235,1235,Inspiring day hiking @YosemiteNPS. Hats off to the Park Service. https://t.co/lurhM3LESy
0.8908,Tue May 24 11:00:46 +0000 2016,814,814,"Great energy, great entrepreneurs at @startupfesteu this morning. Amsterdam, dank je wel en tot ziens! https://t.co/XVJY4DKAlZ"
0.828,Mon May 23 13:40:11 +0000 2016,596,596,Thanks @annefrankhouse for keeping her memory alive. We must never forget the terrible lessons of discrimination. https://t.co/iMkHdwz2P9
0.7964,Mon May 23 11:54:59 +0000 2016,580,580,An inspiring visit with @assistiveware in Amsterdam. Their apps improve lives by giving people a voice. https://t.co/mrcR3dfbrj
0.7777,Sat May 21 14:49:54 +0000 2016,1169,1169,"A quick visit with customers and our fantastic team at the Apple Store, Mall of the Emirates. Thanks Dubai! https://t.co/utFFVGyImr"
0.92,Sat May 21 06:48:53 +0000 2016,1180,1180,Thanks PM @narendramodi for a great meeting. Already looking forward to next visit to India. Best wishes on the app! https://t.co/ctXiKoCiS0
0.8516,Fri May 20 05:23:21 +0000 2016,1358,1358,Lots of talent and enthusiasm at the new Mac Lab at GNITS women’s college. Enjoyed visiting you yesterday! https://t.co/ZqCnVkBpii
0.765,Thu May 19 06:36:28 +0000 2016,347,347,RT @lisapjackson: Powerful: Visiting amazing solar mamas in Rajastan and visiting a school using iPads to teach..   @BarefootCollege https:…
0.8439,Wed May 18 13:01:16 +0000 2016,2165,2165,Great to hear from some of India's top iOS developers today. Innovative apps and many ideas for the future! https://t.co/ZhEfE7wNW7
0.5563,Tue May 17 01:01:16 +0000 2016,568,568,"Here's the incredibly talented @JJ_Lin on the erhu as we jam with the new GarageBand, out today. https://t.co/RHJZuahLHi #shotoniphone"
0.0,Mon May 16 03:51:49 +0000 2016,1179,1179,"""Taxi!"" Caught a cab in Beijing this morning with Didi Chuxing's Jean Liu. https://t.co/Sl2xnzXtNY"
0.0,Thu May 05 19:46:09 +0000 2016,997,997,Looking forward to working with @BillRMcDermott @SAP on new iPhone &amp; iPad apps. https://t.co/7QcMCEiPKY https://t.co/iRZzEZ3EPR
0.743,Fri Apr 22 16:44:16 +0000 2016,1874,1874,Powering your iMessages with 100% renewable energy - because our planet deserves our best thinking. #EarthDay 🌎 https://t.co/ze7rNObMGM
0.743,Thu Apr 21 17:52:05 +0000 2016,3320,3320,Prince was a true innovator and a singular artist. His music and influence will live on for generations. Rest in peace.
0.4404,Tue Apr 19 14:18:07 +0000 2016,3127,3127,"Our thinnest and lightest Mac, now better than ever. Meet the new #MacBook. https://t.co/NCs226jGtI https://t.co/3eK7oy4wpr"
